episode_run_time,first_air_date,networks,number_of_seasons,original_name,production_companies,firstStar,secondStar,thirdStar,writer,director,musician,genre1,genre2,createdBy,air_time,adaptation,year
98.0,6/2/2007 0:00,Show TV,1,Hayat Apartmanı,pastel film,Ahmet Mümtaz Taylan,Köksal Çalık,Levent Ülgen,"müfit can saçıntı , yılmaz okumuş , caner güler",hüdaverdi yavuz,cahit berkay,Family,Comedy,yaşar i̇rvül,20,0.0,2007
90.0,1/1/2007,Star TV,2,Vazgeç Gönlüm,gold film,Murat Han,İrem Altuğ,Bulut Aras,"ayşe teker, nur araboğa, zeliha doğan, rasim doğan, deniz kamacı, sevgi yılmaz, devrim yıldız özdemir, berfu soner",adnan güler,cahit berkay,Drama,No second genre,faruk turgut,20,0.0,2007
100.0,8/30/2007,Kanal D,2,Annem,gold film,Vahide Perçin,Duygu Yetiş,Talat Bulut,gamze özer,faruk teber,kıraç,Drama,No second genre,faruk turgut,20,0.0,2007
90.0,9/20/2007,atv,3,Elveda Rumeli,adam film,Erdal Özyağcılar,Şebnem Sönmez,Gülçin Santırcıoğlu,alican yaraş,serdar akar,ayşe önder,Drama,History,tarkan karlıdağ,20,0.0,2007
90.0,4/19/2007 0:00,Kanal D,10,Kurtlar Vadisi: Pusu,pana film,Muhammed Necati Şaşmaz,Kenan Çoban,Gürkan Uygun,"raci şaşmaz ,bahadır özdener ,cüneyt aysan ,pana yazım grubu ,murat koca ,cahit kayaoğlu ,selma hacıosmanoğlu ,ayşegül hacıosmanoğlu",onur tan,gökhan kırdar,Action & Adventure,Drama,raci şaşmaz,20,0.0,2007
100.0,9/7/2007,Kanal D,1,Menekşe ile Halil,ay yapım,Sedef Avcı,Kıvanç Tatlıtuğ,Hasan Küçükçetin,"melek gençoğlu, ece yörenç, elif şafak",uluç bayraktar,toygar işıklı,Drama,Romantic,kerem çatay,20,0.0,2007
90.0,7/3/2007,Kanal D,1,Genco,d productions,Alpay Kemal Atalan,Selen Seyven,Hazal Kaya,i̇lker barış,kemal uzun,cem erman,Drama,Family,"olcay tomakin, abdullah yayla, yahya tomakin, necmi kolayca, serkan ipek",20,0.0,2007
80.0,9/10/2007,atv,1,Fesupanallah,pana film,Şafak Sezer,Kadir Çöpdemir,Hasan Kaçan,"hasan kaçan, ozan aksungur, behiç pek, ali demirel, nil güleç ünsal",zübeyr şaşmaz,erkin koray,Drama,Comedy,raci şaşmaz,20,0.0,2007
85.0,9/3/2007,Show TV,1,Kuzey Rüzgârı,duka film,Kadir İnanır,Oktay Kaynarca,Ebru Kocaağa,"baykut badem, filiz ekinci, arzu birol",mustafa şevki doğan,"aydoğan ataş, soner akalın",Romantic,Action & Adventure,i̇brahim mertoğlu,20,0.0,2007
98.0,1/1/2007,Star TV,1,Sır Gibi,fm yapım,İsmet Üstekin,Kaya Erdaş,Tuğçe Ersoy,neslihan eyüboğlu,şengül halat atak,nail yurtsever,Drama,Family,Unknown,20,0.0,2007
100.0,5/31/2007 0:00,Kanal D,5,Kavak Yelleri,tims productions,Aslı Enver,Daghan Kulegec,Ibrahim Kendirci,"nükhet bıçakçı ,ekin atalar ,yılmaz sahin",taner elhan,"cenk durmazel ,cenk sarkuş",Comedy,Drama,timur savcı,20,0.0,2007
90.0,9/4/2007,FOX,3,Bez Bebek,focus film,Evrim Akın,Tan Sağtürk,Alpay Kemal Atalan,nilbanu engindeniz,serpil kurtça,"cenk durmazel ,cenk sarkuş",Kids,Comedy,nilgün sağyaşar,20,0.0,2007
90.0,12/13/2007,atv,3,Parmaklıklar Ardında,play prodüksiyon,Selda Alkor,Serra Yılmaz,Yelda Reynaud,"feride çiçekoğlu, şebnem çıtak",hakan gürtop,kerem güney,Crime,Drama,"ayşe durukan, uğur başaran",20,1.0,2007
90.0,9/21/2006 0:00,atv,1,Ahh İstanbul,gold film,Tarık Akan,Suzan Aksoy,Ceyda Ateş,mahinur ergun,çağatay tosun,sezen aksu,Drama,Family,faruk turgut,20,0.0,2006
90.0,9/10/2006,atv,3,Selena,süreç film,Sinem Kobal,Gökhan Keser,Cansu Demirci,"gani müjde, fatih solmaz, emre bülbül, nilüfer yenidoğan, gökhan karagüle",bora onur,temel zümrüt,Sci-Fi & Fantasy,Comedy,"ali gündoğdu, i̇nci kırhan gündoğdu",20,0.0,2006
100.0,12/28/2006,Show TV,4,Doktorlar,med yapım,Kutsi,Yasemin Ergene,Leyla Göksun,"ebru hacioglu,hande turel",merve girgin,arikan sirakaya,Drama,Medical,fatih aksoy,20,1.0,2006
90.0,10/27/2006 0:00,atv,3,Hatırla Sevgili,asis yapım,Okan Yalabık,Cansel Elçin,Beren Saat,nilgün öneş,ümmü burhan,"murat evgin, temel zümrüt",Drama,History,ilgaz giritlioğlu,20,0.0,2006
60.0,7/7/2006,Kanal D,2,Acemi Cadı,d productions,Şenay Gürler,Merve Boluğur,Nergis Kumbasar,haluk özenç,feride kaytan,"murat evgin, temel zümrüt",Family,Sci-Fi & Fantasy,"ahmet kayimtu, umit ozer",20,0.0,2006
70.0,7/3/2006,Kanal D,1,Fırtına,d productions,Burçin Terzioğlu,Murat Yıldırım,Zerrin Sümer,gökhan horzum,metin balekoğlu,bolahenk,Family,Comedy,necati akpınar,20,0.0,2006
70.0,1/1/2006,Star TV,1,Kaybolan Yıllar,base productions,Saruhan Hünel,Yeşim Büber,Burak Hakkı,"sergin akyaz, seçil akyaz çolak, makbule kosif, zehra güleray",gülçin gülbahçe,bolahenk,Drama,Romantic,sergin akyaz,20,0.0,2006
90.0,9/13/2006,Kanal D,5,Yaprak Dökümü,ay yapım,Halil Ergün,Güven Hokna,Bennu Yıldırımlar,ece yörenç,mesude erarslan,toygar işıklı,Drama,Family,kerem çatay,20,1.0,2006
80.0,9/18/2006,Kanal D,1,Sağır Oda,tims productions,Orhan Kılıç,Çağla Kubat,Engin Cezzar,"ahmet saatçioğlu, memed onur özkök, hakan karahan, ayhan bozkurt, sinan hıncal",serdar akar,gökhan kırdar,Action & Adventure,No second genre,"timur savcı, cüneyt özdemir",20,0.0,2006
70.0,4/1/2006,Kanal D,1,Gönül,masalevi,Gülben Ergen,Ragıp Savaş,Güven Kıraç,"gani müjde, emre bülbül, nilüfer yenidoğan, fatih solmaz",faruk teber,murat evgin,Drama,Comedy,ali gündoğdu,21,0.0,2006
75.0,1/1/2006 0:00,Show TV,2,Ezo Gelin,pastel film,Ahmet Mümtaz Taylan,Nurgül Yeşilçay,Erkan Sever,"memed onur özkök , onur tan ,mahinur ergun ,ahmet yurdakul ,arda uskan",onur tan,murat evgin,Drama,No second genre,Unknown,22.3,0.0,2006
130.0,8/1/2006 0:00,Kanal D,14,Arka Sokaklar,erler film,Özgür Ozan,Oya Okar,Alp Korkmaz,"sinan yurdakul ,ahmet yurdakul ,ozan yurdakul ,ömer genç",orhan oğuz,murat evgin,Action & Adventure,Drama,türker i̇nanoğlu,20,0.0,2006
90.0,9/15/2006 0:00,atv,3,Sıla,fm yapım,Fatoş Tez,Kartal Balaban,Hümeyra Akbay,muharrem buhara,yasin uslu,"murat tunali,can hatipoğlu",Drama,Mystery,nezihe dikilitaş,20,0.0,2006
90.0,11/7/2006 0:00,Kanal D,3,Binbir Gece,tmc,Halit Ergenç,Bergüzar Korel,Tardu Flordun,"yıldız tunç, murat lütfü, mehmet bilal, ethem yekta",kudret sabancı,emg müzik,Drama,Romantic,erol avcı,20,0.0,2006
80.0,1/1/2006,Star TV,2,Köprü,koliba film,Erdal Beşikçioğlu,Ayşegül Ünsal,İpek Karapınar,ozan yurdakul,sadullah şentürk,emg müzik,Drama,Action & Adventure,ata türkoğlu,20,0.0,2006
90.0,10/10/2005,atv,2,Şöhret,gold film,Ahu Türkpençe,Atilla Saral,Murat Ünalmış,deniz akçay,bahadır i̇nce,emg müzik,Drama,No second genre,faruk turgut,20,0.0,2005
45.0,1/1/2005,Show TV,3,Yanık Koza,limon film,Yavuz Bingöl,Başak Köklükaya,Çolpan İlhan,"n. i̇pek aksoy, ertan kurtulan, aydın üredi",mesude erarslan,tamer çıray,Drama,No second genre,hayri aslan,20,0.0,2005
80.0,12/12/2005,Kanal D,1,Seher Vakti,d productions,Yeşim Salkım,Uğur Polat,İdil Fırat,gül dirican,mehmet çağatay tosun,"hilmi yarayıcı, nail yurtsever",Drama,No second genre,abdullah oğuz,20,0.0,2005
