episode_run_time,first_air_date,networks,number_of_seasons,original_name,production_companies,firstStar,secondStar,thirdStar,writer,director,musician,genre1,genre2,createdBy,air_time,adaptation
120,2/24/2017 0:00,TRT 1,4,Payitaht Abdülhamid,Es Yapım,Bulent İnal,Saygın Soysal,Ezgi Eyüboğlu,"Osman Bodur, Uğur Uzunok,","Serdar Akar,","Yıldıray Gürgen,",Action & Adventure,Drama,Yusuf Esenkal,20,0
60,2/24/2017 0:00,BluTV,1,Sahipli,D Productions,Funda Güray,Baran Akbulut,Sait Genay,"Selim Erkul ,Duygu Nişancı ,","Alper Mestçi ,",Resit Gözdamla,Horror,,"Ayse Durmaz,Müge Durali Park,Aysil Tay",online,0
120,2/11/2017 0:00,Star TV,1,Icimdeki Firtina,Aslan Film,Burak Yamantürk,Merve Bolugur,Yusuf Çim,"Yazı'hane,","Doğan Ümit Karaca ,","Ender Akay, Sunay Özgür,",Drama,,"	Kazım Uğur Kızılaslan",20,0
130,1/28/2017 0:00,Kanal D,1,Adı Efsane,D Productions,Erdal Beşikçioğlu,Gökçe Bahadır,Rojda Demirer,"Nazlı Sunlu ,Tunus Tasci ,Hilal Yıldız ,","Devrim Yalcin ,","Alpay Göltekin ,",Drama,,Müge Turalı Pak,20,0
120,1/25/2017 0:00,atv,1,Ölene Kadar,Tims Productions,Engin Akyurek,Fahriye Evcen,Sarp Levendoğlu,"Elif Usman Ergüden,","Umur Turagay ,",,Drama,,Timur Savcı,20,0
120,1/17/2017 0:00,Star TV,1,Yıldızlar Şahidim,Süreç Film,Özge Gürel,Berk Cankat,Mesut Akusta,"Yazı Odası,","Serhat Çakıroğlu,","Volkan Akmehmet, İnanç Şanver,",Comedy,Drama,Ali Gündoğdu,20,0
45,1/12/2017 0:00,atv,1,Bu Şehir Arkandan Gelecek,Ay Yapım,Kerem Bursin,Leyla Lydia Tuğutlu,Gürkan Uygun,"Ece Yörenç,","Çağrı Vila Lostuvalı,","Toygar Işıklı,",Drama,Action,Kerem Çatay,20,0
95,1/3/2017 0:00,TRT 1,1,Son Destan,BKM,Bülent İnal,Ecem Çalık,Sedef Avcı,"Ali Ulvi Hünkar ,","Yağız Alp Akaydın ,",,Drama,,Necati Akpınar,20,0
120,11/17/2016 0:00,FOX,2,Ask yeniden,Süreç Film,Özge Özpirinçci,Buğra Gülsoy,Tamer Levent,"Ersoy Güler, Eda Tezcan, Gülbike Sonay Üte, Ramazan Demirli,","Ersoy Güler,","Batuhan Fırat,",Romantic,Comedy,İnci Gündoğdu,20,0
140,11/4/2016 0:00,atv,3,Aşk ve Mavi,NTC Medya,Burcu Kıratlı,Cüneyt Mete,Ayşegül Ünsal,"Gül Abus Semerci, Yelda Eroğlu,","Hakan Arslan ,","Alp Yenier,",Drama,Romantic,Mehmet Yiğit Alp,20,0
120,11/1/2016 0:00,Kanal D,2,Vatanım Sensin,O3 Medya,Halit Ergenç,Bergüzar Korel,Onur Saylak,"Necati Şahin, Nuran Evren Şit, Nergis Otluoğlu Akoğlu,Ali Aydın, Uygar Şirin, Melih Özyılmaz, Melek Seven, Deniz Gürlek","Yağmur Taylan ,","Yıldıray Gürgen ,",Drama,War & Politics,Nermin Eroğu,20,0
120,10/25/2016 0:00,Star TV,1,Anne,"MF Pictures,Med Yapım",Cansu Dere,Beren Gökyıldız,Gonca Vuslateri,"Deniz Gürlek ,Melih Özyılmaz ,Melek Seven ,Uygar Şirin ,","Merve Girgin ,","Ercüment Orkut ,Cem Tuncer ,Nail Yurtsever ,",Family,Drama,Fatih Aksoy,20,1
150,10/22/2016 0:00,FOX,2,Kalbimdeki Deniz,Pastel Film,Özge Özberk,Kutsi,Yeşim Ceren Bozoğlu,"Leyla Uslu Oter ,Berat Deniz Demirbilek ,Kerem Bozok ,","Hakan İnan ,",Fırat Yükselir,Family,Drama,Efe İrvül,20,0
120,10/16/2016 0:00,Star TV,1,Hayat Bazen Tatlıdır,Süreç Film,Birce Akalay,Ufuk Özkan,Kanbolat Görkem Arslan,"Gani Müjde ,","Hamdi Alkan ,","Jingle Tv,",Family,Drama,Gani Müjde,20,0
90,10/13/2016 0:00,Show TV,1,Cesur Yürek,Fark Film,Ruveyda Öksüz,İsmail Hakkı Ürün,Şekip Taşpınar,"Cüneyt Aysan ,Ozan Aksungur ,","Emre Karakuşak ,","Nevzat Yılmaz,",Drama,Crime,Cüneyt Aysan,20,0
90,9/19/2016 0:00,Kanal D,1,Babam ve Ailesi,Gold Film,Ayça Bingöl,Ceyda Düvenci,Bulent İnal,"Onur Ugraš, Murat Jurkulak,","Nihat Durak,",,Drama,,Faruk Turgut,20,0
135,8/28/2016 0:00,Show TV,1,Arkadaşlar İyidir,O3 Medya,Aslı Melisa Uzun,İdris Nebi Taşkan,Su Kutlu,"Ekin Atalar,","Zeynep Günay Tan ,","Uğur Akyürek, Ufuk Türk, Çağlar Haznedaroğlu,",Drama,Family,Onur Güvenatam,20,0
140,8/26/2016 0:00,FOX,1,Bana Sevmeyi Anlat,Ay Yapım,Mahperi Mertoğlu,Kadir Doğulu,Seda Bakan,"Deniz Akçay,","Mesude Erarslan,","Toygar Işıklı,",Drama,Soap,Kerem Çatay,20,0
120,8/20/2016 0:00,FOX,1,Rüzgarın Kalbi,Filmevi Yapım,Deniz Baysal,Burak Serdar Şanal,Başak Daşman,"özge efendioğlu,","Filiz Gülmez Pakman ,",,Drama,Romantic,Erol Demir,20,0
120,7/16/2016 0:00,Star TV,1,Yüksek Sosyete,Bi Yapım,Hazar Ergüçlü,Engin Öztürk,Ozan Dolunay,"Yazı Odası,","Metin Balekoğlu ,",,Comedy,Drama,Feride Kaytan,20,0
120,7/15/2016 0:00,FOX,1,N'olur Ayrılalım,Sinegraf,Nilay Duru,Aras Aydın,Hüseyin Gülhuy,"Ayşe Ferda Eryılmaz, Nehir Erdem,","Yusuf Omer Sınav ,","Yildiray Gürgen ,",Comedy,Romantic,Osman Sınav,20,0
120,7/12/2016 0:00,TRT 1,1,Hangimiz Sevmedik,BSK Yapım,Altan Erkekli,Gül Onat,Can Yaman,"Alphan Dikmen, Başak Angigün,","Metin Balekoğlu,",,Drama,Comedy,Çağrı Bingüller,20,0
120,6/27/2016 0:00,atv,1,Seviyor Sevmiyor,MF Yapım,Gökhan Alkan,Gonca Sarıyıldız,Zeynep Tuğçe Bayat,"Cho Sung - Hee,","Yusuf Pirhasan,",,Comedy,Drama,Yusuf Pirhasan,20,1
120,6/15/2016 0:00,Show TV,1,Aşk Laftan Anlamaz,Bi Yapım,Burak Deniz,Hande Erçel,Özcan Tekdemir,"Makbule Kosif, Eda Tezcan,","Burak Sağyaşar ,","Kıvılcım Ural,",Comedy,Drama,Bahadır İnce,20,0
140,6/6/2016 0:00,FOX,1,Hayat Sevince Güzel,Limon Film,Algı Eke,Ekin Mert Daymaz,Burak Çelik,"Hülya Koper,","Eray Koçak ,","Alpay Goltekin ,Zeynep Alasya ,",Comedy,,Hayri Aslan,20,0
120,6/1/2016 0:00,Kanal D,1,Seref meselesi,D productions,Kerem Bursin,Şükrü Özyıldız,Yasemin Allen,Teodosio Losito,Altan Dönmez,"Salvatore Riccardi, Yıldıray Gürgen",Drama,Romantic,Elif Ayşe Durmaz,20,0
34,6/1/2016 0:00,BluTV,6,Sıfır Bir,Sıfır Bir Yapım,Cihangir Ceyhan,Savaş Satış,Burak Şahin,,"Kadri Beran Taşkın,",,Action & Adventure,Crime,Kadri Beran TAŞKIN,online,0
120,5/13/2016 0:00,Kanal D,1,Hayatımın Aşkı,Lucky Red,Hande Doğandemir,Serkan Çayoğlu,Berk Hakman,"Gökhan Horzom, Ekin Atalar,","Hakan Kıravaç,",,Comedy,,Shebnem Askin,20,0
120,4/29/2016 0:00,TRT 1,2,Sevda Kuşun Kanadında,Sonart Medya,Yavuz Bingöl,Murat Ünalmış,Müge Boz,"Oktay Berber, Mustafa Burak Doğu, Selma Hacıosmanoğlu, Alp Emre,","Ayhan Özen ,","Ender Gündüzlü, Metin Arıgül,",Drama,History,Mesut Uçakan,20,0
60,3/27/2016 0:00,Star TV,1,46 Yok Olan,Nunova Film,Selin Uludogan,Erdal Beşikçioğlu,Yasemin Kay Allen,"Ercan Mehmet Erdem ,","Serdar Akar ,","Onur Yüce,",Mystery,Comedy,Serdar Akar,23.45,0
120,3/26/2016 0:00,Kanal D,1,Tatlı İntikam,D Yapım,Leyla Lydia Tuğutlu,Furkan Andıç,Can Nergis,"Pinar Ordu ,Ilker Aslan ,","Baris Erçetin,",,Comedy,Drama,Ebru Sakal,20,0
120,2/23/2016 0:00,Show TV,1,Kış Güneşi,Endemol Shine Turkey,Şükrü Özyıldız,Aslı Enver,Mahir Günşiray,"Ayça Mutlugil, Alev Toprakoğlu, Erkan Çıplak, Hale Çalap,","Murat Onbul ,","Emir Ersoy,",Drama,,Gökhan Tatarer,20,0
120,2/9/2016 0:00,Kanal D,2,Hayat Şarkısı,Most Production,Burcu Biricik,Ecem Özkaya,Birkan Sokullu,"Mahinur Ergun,","Cem Karcı ,","Uğur Akyürek, Ufuk Türk,",Drama,,Gül Oğuz,20,0
120,1/12/2016 0:00,,1,Gecenin Kraliçesi,O3 Medya,Meryem Uzerli,Murat Yıldırım,Uğur Polat,"Ozan Aksungur, Cüneyt Aysan,",Taylan Biraderler,"Aytekin Ataş,",Drama,Action,Onur Güvenatam,20,0
120,1/7/2016 0:00,FOX,2,Kördüğüm,Endemol Shine Turkey,İbrahim Çelikkol,Rojda Demirer,Ferit Aktuğ,"Sedef Bayburtluğlu, Yasemin Kırbaş, Yiğit Okan, Feraye Şahin, Selin Arapkırlı,","Gökçen Usta Çaylar,",,Drama,,Ömer Faruk Sorak,20,0
60,1/6/2016 0:00,Star TV,4,Adını Sen Koy,Karamel Yapım,Gözde Gürkan,Merve Sevin,Cansu Pelin Özgün,Başak Yazı Odası,"Fulya Yavuzoğlu ,","Korhan Nart,",Family,Drama,Nazmiye Yılmaz,17,0
120,12/20/2015 0:00,Show TV,1,Acı Aşk,TMC,Neriman Uğur,Mutlu Güney,Nazan Diper,"Onur Ünlü,","A. Taner Elhan,","Fairuz Derin Bulut,",Drama,,Timur Savcı,20,0
130,11/12/2015 0:00,Star TV,2,Muhteşem Yüzyıl: Kösem,Tims Productions,Nurgül Yeşilçay,Farah Zeynep Abdullah,Beren Saat,"Meral Okay, Yılmaz Şahin,","Taylan Biraderler, ","Fahir Atakoğlu, Aytekin Ataş, Soner Akalın,",Drama,History,Timur Savcı,20,0
120,10/14/2015 0:00,Star TV,2,Kara Sevda,Ay Yapım,Burak Özçivit,Neslihan Atagül,Kaan Urgancıoğlu,"Anıl Eke ,Özlem Yılmaz ,Burcu Görgün ,","Hilal Saral ,","Toygar Işıklı,",Drama,,Kerem Çatay,20,0
120,10/11/2015 0:00,Star TV,1,Hatırla Gönül,Most Production,Gökçe Bahadır,Engin Öztürk,Onur Saylak,"Deniz Yeşilgün, Esra Çetek Yılmazer,","Neslihan Yeşilyurt,","Uğur Akyürek,Ufuk Türk,Cihangir Aslan",Drama,,Gül Oğuz,20,0
120,10/7/2015 0:00,atv,1,Eve Dönüs,Yapım Atölyesi,Cansel Elçin,Zeynep Özder,Dilşad Çelebi,"Ahmet Saatçioğlu,","Kartal Çidamlı, ","Mustafa Ceceli,",Drama,,"Yalçın Şen,",20,1
120,10/4/2015 0:00,atv,1,Evli ve Öfkeli,Süreç Film,Birce Akalay,Ebru Cündübeyoğlu,Yıldız Çağrı Atiksoy,"Cem Görgeç,","Nisa Akman, ",,Drama,Comedy,Ali Gündoğdu,20,0
127.5,9/8/2015 0:00,atv,5,Eşkıya Dünyaya Hükümdar Olmaz,,Oktay Kaynarca,Deniz Çakır,Müjde Uzman,"Raci Şaşmaz, Bahadır Özdener, Berna Aruz, ","Onur Tan, ","Ayşe Önder, ",War & Politics,Crime,Raci Şaşmaz,21,0
120,8/2/2015 0:00,TRT 1,2,Baba Can'dır,TRT,Özgün Karaman,Tülay Bursa,Uraz Kaygılaroğlu,"Tayfun Güneyen,","Yusuf Pirhasan, ",,Comedy,Drama,Faruk Bayhan,20,1
120,7/16/2015 0:00,Star TV,1,Çilek Kokusu,Gold Film,Yusuf Çim,Leyla Uner Ermaya,Demet Özdemir,"Aslı Zengin,","Filiz Gülmez Pakman ,",,Comedy,,Faruk Turgut,20,0
110,7/6/2015 0:00,Star TV,1,Tatlı Küçük Yalancılar,O3 Medya,Bensu Soral,Büşra Develi,Beste Kökdemir,"Elif Usman Ergüden,","Cem Karcı,","Sertab Erener,",Mystery,Drama,Saner Ayar,20,1
120,6/29/2015 0:00,atv,3,Kırgın Çiçekler,NTC Medya,Hazar Motan,Aleyna Solaker,Nil Keser,"Gül Abus Semerci, Yelda Eroğlu",Mehmet Yiğit Alp,"Müzikopat,",Drama,Famiy,Mehmet Yiğit Alp,21,1
90,6/21/2015 0:00,TRT 1,2,Yedi Güzel Adam,Pusula Film,Uraz Kaygılaroğlu,Uğur Karabulut,Orhan Kanalp,"Ahmet Tezcan,",Adnan Güler,Engin Bayrak,Drama,Family,İlksen Fırat,20,0
120,6/19/2015 0:00,Star TV,2,Kiralik Ask,Ortaks Yapim,Elçin Sangu,Barış Arduç,Salih Bademci,"Meriç Acemi ,","Şenol Sönmez ,","Alpay Göktekin ,Zeynep Alasya ,",Comedy,,Metin Balekoğlu,20,0
